"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2016,"2016/17 financial year",133879,20.39,20.3,20.49,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2016,"2016/17 financial year",144816,16.46,16.38,16.53,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2016,"2016/17 financial year",3500,16.02,15.54,16.51,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2016,"2016/17 financial year",3464,14.93,14.48,15.4,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2016,"2016/17 financial year",78302,18.85,18.73,18.97,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2016,"2016/17 financial year",4463,16.59,16.15,17.04,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2016,"2016/17 financial year",35342,15.38,15.23,15.52,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2016,"2016/17 financial year",39427,15.04,14.9,15.17,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2016,"2016/17 financial year",21862,18.76,18.54,18.99,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2016,"2016/17 financial year",15377,17.65,17.4,17.9,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2016,"2016/17 financial year",75248,14.84,14.74,14.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2016,"2016/17 financial year",10866,21.16,20.81,21.52,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2016,"2016/17 financial year",28011,18.73,18.54,18.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2016,"2016/17 financial year",31691,21.37,21.17,21.58,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2016,"2016/17 financial year",24030,19.66,19.44,19.89,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2016,"2016/17 financial year",18794,17.48,17.25,17.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2016,"2016/17 financial year",19139,18.39,18.15,18.62,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2016,"2016/17 financial year",15199,16.2,15.97,16.44,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2016,"2016/17 financial year",31421,19.71,19.52,19.91,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2016,"2016/17 financial year",70960,19.16,19.03,19.29,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2016,"2016/17 financial year",125305,20.37,20.27,20.47,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2016,"2016/17 financial year",38345,16.33,16.18,16.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2016,"2016/17 financial year",17439,22.03,21.74,22.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2016,"2016/17 financial year",16470,18.59,18.33,18.84,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2016,"2016/17 financial year",15690,16.33,16.1,16.57,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2016,"2016/17 financial year",4463,16.59,16.15,17.04,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2016,"2016/17 financial year",28021,20.62,20.41,20.84,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2016,"2016/17 financial year",68604,20.21,20.08,20.35,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2016,"2016/17 financial year",3500,16.02,15.54,16.51,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2016,"2016/17 financial year",24749,16.42,16.24,16.61,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2016,"2016/17 financial year",35024,19.91,19.72,20.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2016,"2016/17 financial year",21633,18.89,18.66,19.12,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2016,"2016/17 financial year",3464,14.93,14.48,15.4,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2016,"2016/17 financial year",23378,20.79,20.55,21.02,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2016,"2016/17 financial year",65275,20.58,20.44,20.73,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2016,"2016/17 financial year",14895,15.89,15.66,16.12,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2016,"2016/17 financial year",19630,21.85,21.58,22.12,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2016,"2016/17 financial year",33959,18.85,18.67,19.03,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scotland","S00000001","Scotland",2017,"2017/18 financial year",1019736,18.8,18.76,18.83,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Ayrshire & Arran","S08000015","Health board",2017,"2017/18 financial year",77104,20.82,20.69,20.95,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Borders","S08000016","Health board",2017,"2017/18 financial year",22207,19.31,19.08,19.54,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Dumfries & Galloway","S08000017","Health board",2017,"2017/18 financial year",28357,19.01,18.81,19.21,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Fife","S08000029","Health board",2017,"2017/18 financial year",72693,19.57,19.44,19.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Forth Valley","S08000019","Health board",2017,"2017/18 financial year",59038,19.32,19.18,19.46,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Grampian","S08000020","Health board",2017,"2017/18 financial year",92583,15.79,15.7,15.88,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Greater Glasgow & Clyde","S08000031","Health board",2017,"2017/18 financial year",236059,20.19,20.12,20.26,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Highland","S08000022","Health board",2017,"2017/18 financial year",55311,17.18,17.05,17.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2017,"2017/18 financial year",136348,20.72,20.62,20.82,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2017,"2017/18 financial year",147706,16.61,16.53,16.68,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2017,"2017/18 financial year",3700,16.82,16.33,17.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2017,"2017/18 financial year",3570,15.47,15.01,15.94,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2017,"2017/18 financial year",80425,19.33,19.21,19.45,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2017,"2017/18 financial year",4635,17.2,16.75,17.65,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2017,"2017/18 financial year",36045,15.75,15.61,15.9,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2017,"2017/18 financial year",40583,15.5,15.36,15.64,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2017,"2017/18 financial year",22348,19.22,18.99,19.45,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2017,"2017/18 financial year",15871,18.28,18.03,18.54,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2017,"2017/18 financial year",76815,14.97,14.87,15.07,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2017,"2017/18 financial year",11236,21.84,21.48,22.2,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2017,"2017/18 financial year",28357,19.01,18.81,19.21,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2017,"2017/18 financial year",32434,21.81,21.6,22.02,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2017,"2017/18 financial year",24497,20.09,19.87,20.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2017,"2017/18 financial year",19120,17.68,17.46,17.91,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2017,"2017/18 financial year",19244,18.36,18.12,18.59,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2017,"2017/18 financial year",15497,16.35,16.12,16.59,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2017,"2017/18 financial year",32174,20.09,19.9,20.29,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2017,"2017/18 financial year",72693,19.57,19.44,19.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2017,"2017/18 financial year",127657,20.56,20.46,20.66,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2017,"2017/18 financial year",39440,16.77,16.62,16.92,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2017,"2017/18 financial year",17751,22.54,22.25,22.83,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2017,"2017/18 financial year",16833,18.68,18.43,18.94,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2017,"2017/18 financial year",15955,16.66,16.42,16.9,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2017,"2017/18 financial year",4635,17.2,16.75,17.65,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2017,"2017/18 financial year",28654,21.1,20.89,21.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2017,"2017/18 financial year",69872,20.55,20.42,20.69,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2017,"2017/18 financial year",3700,16.82,16.33,17.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2017,"2017/18 financial year",25643,16.97,16.78,17.16,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2017,"2017/18 financial year",36012,20.37,20.18,20.55,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2017,"2017/18 financial year",22207,19.31,19.08,19.54,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2017,"2017/18 financial year",3570,15.47,15.01,15.94,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2017,"2017/18 financial year",23953,21.26,21.02,21.5,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2017,"2017/18 financial year",66476,20.89,20.75,21.03,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2017,"2017/18 financial year",15628,16.63,16.39,16.86,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2017,"2017/18 financial year",20022,22.34,22.07,22.62,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2017,"2017/18 financial year",34814,19.2,19.02,19.38,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scotland","S00000001","Scotland",2018,"2018/19 financial year",1049031,19.29,19.26,19.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Ayrshire & Arran","S08000015","Health board",2018,"2018/19 financial year",79131,21.41,21.27,21.54,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Borders","S08000016","Health board",2018,"2018/19 financial year",22843,19.82,19.59,20.05,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Dumfries & Galloway","S08000017","Health board",2018,"2018/19 financial year",29169,19.6,19.4,19.81,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Fife","S08000029","Health board",2018,"2018/19 financial year",75040,20.18,20.05,20.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Forth Valley","S08000019","Health board",2018,"2018/19 financial year",60711,19.84,19.69,19.98,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Grampian","S08000020","Health board",2018,"2018/19 financial year",95238,16.29,16.2,16.39,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Greater Glasgow & Clyde","S08000031","Health board",2018,"2018/19 financial year",242722,20.66,20.58,20.73,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Highland","S08000022","Health board",2018,"2018/19 financial year",56514,17.56,17.43,17.69,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2018,"2018/19 financial year",140997,21.39,21.29,21.49,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2018,"2018/19 financial year",151817,16.91,16.83,16.99,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2018,"2018/19 financial year",3815,17.19,16.7,17.69,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2018,"2018/19 financial year",3781,16.45,15.97,16.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2018,"2018/19 financial year",82627,19.86,19.74,19.98,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Western Isles","S08000028","Health board",2018,"2018/19 financial year",4626,17.24,16.79,17.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeen City","S12000033","Council area",2018,"2018/19 financial year",36825,16.18,16.03,16.33,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Aberdeenshire","S12000034","Council area",2018,"2018/19 financial year",42123,16.11,15.97,16.25,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Angus","S12000041","Council area",2018,"2018/19 financial year",23138,19.94,19.71,20.17,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Argyll & Bute","S12000035","Council area",2018,"2018/19 financial year",16043,18.6,18.34,18.86,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","City of Edinburgh","S12000036","Council area",2018,"2018/19 financial year",79039,15.24,15.15,15.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Clackmannanshire","S12000005","Council area",2018,"2018/19 financial year",11232,21.85,21.5,22.21,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dumfries & Galloway","S12000006","Council area",2018,"2018/19 financial year",29169,19.6,19.4,19.81,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Dundee City","S12000042","Council area",2018,"2018/19 financial year",33118,22.26,22.05,22.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Ayrshire","S12000008","Council area",2018,"2018/19 financial year",25320,20.78,20.55,21.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Dunbartonshire","S12000045","Council area",2018,"2018/19 financial year",19627,18.12,17.89,18.35,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Lothian","S12000010","Council area",2018,"2018/19 financial year",19823,18.74,18.5,18.97,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","East Renfrewshire","S12000011","Council area",2018,"2018/19 financial year",15927,16.74,16.5,16.97,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Falkirk","S12000014","Council area",2018,"2018/19 financial year",33371,20.81,20.61,21.01,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Fife","S12000047","Council area",2018,"2018/19 financial year",75040,20.18,20.05,20.31,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Glasgow City","S12000049","Council area",2018,"2018/19 financial year",131112,20.93,20.83,21.03,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Highland","S12000017","Council area",2018,"2018/19 financial year",40471,17.18,17.03,17.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Inverclyde","S12000018","Council area",2018,"2018/19 financial year",18298,23.41,23.12,23.71,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Midlothian","S12000019","Council area",2018,"2018/19 financial year",17110,18.73,18.48,18.99,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Moray","S12000020","Council area",2018,"2018/19 financial year",16290,17.05,16.82,17.29,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Na h-Eileanan Siar","S12000013","Council area",2018,"2018/19 financial year",4626,17.24,16.79,17.7,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Ayrshire","S12000021","Council area",2018,"2018/19 financial year",29296,21.66,21.44,21.88,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","North Lanarkshire","S12000050","Council area",2018,"2018/19 financial year",72594,21.34,21.2,21.48,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Orkney Islands","S12000023","Council area",2018,"2018/19 financial year",3815,17.19,16.7,17.69,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Perth & Kinross","S12000048","Council area",2018,"2018/19 financial year",26371,17.43,17.24,17.62,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Renfrewshire","S12000038","Council area",2018,"2018/19 financial year",37192,20.92,20.73,21.11,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scottish Borders","S12000026","Council area",2018,"2018/19 financial year",22843,19.82,19.59,20.05,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Shetland Islands","S12000027","Council area",2018,"2018/19 financial year",3781,16.45,15.97,16.93,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Ayrshire","S12000028","Council area",2018,"2018/19 financial year",24515,21.78,21.54,22.02,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","South Lanarkshire","S12000029","Council area",2018,"2018/19 financial year",68403,21.44,21.3,21.58,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Stirling","S12000030","Council area",2018,"2018/19 financial year",16108,17.08,16.84,17.32,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Dunbartonshire","S12000039","Council area",2018,"2018/19 financial year",20566,23.07,22.8,23.35,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","West Lothian","S12000040","Council area",2018,"2018/19 financial year",35845,19.68,19.5,19.86,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","Scotland","S00000001","Scotland",2019,"2019/20 financial year",1076007,19.7,19.66,19.73,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Ayrshire & Arran","S08000015","Health board",2019,"2019/20 financial year",81282,22.01,21.87,22.14,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Borders","S08000016","Health board",2019,"2019/20 financial year",23232,20.11,19.88,20.34,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Dumfries & Galloway","S08000017","Health board",2019,"2019/20 financial year",30257,20.33,20.12,20.53,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Fife","S08000029","Health board",2019,"2019/20 financial year",77801,20.83,20.7,20.96,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Forth Valley","S08000019","Health board",2019,"2019/20 financial year",61647,20.1,19.96,20.25,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Grampian","S08000020","Health board",2019,"2019/20 financial year",98416,16.8,16.71,16.9,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Greater Glasgow & Clyde","S08000031","Health board",2019,"2019/20 financial year",248396,20.99,20.92,21.07,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Highland","S08000022","Health board",2019,"2019/20 financial year",58145,18.07,17.94,18.21,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lanarkshire","S08000032","Health board",2019,"2019/20 financial year",144296,21.8,21.7,21.9,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Lothian","S08000024","Health board",2019,"2019/20 financial year",155763,17.16,17.09,17.24,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Orkney","S08000025","Health board",2019,"2019/20 financial year",3993,17.93,17.43,18.44,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Shetland","S08000026","Health board",2019,"2019/20 financial year",3807,16.61,16.13,17.1,"Percentage","Public Health Scotland (Prescribing Information System)"
"Population prescribed drugs for anxiety/depression/psychosis","NHS Tayside","S08000030","Health board",2019,"2019/20 financial year",84320,20.2,20.08,20.32,"Percentage","Public Health Scotland (Prescribing Information System)"
